     t      	     M      	     rh     	     rc     	     rJ     	     rv     	     x      	     y      
+1.44120e+04	+1.61595e+03	+4.19628e+00	+1.14429e-01	+3.58692e+01	+4.09865e+00	-9.55750e+03	+1.74494e+04
+1.44130e+04	+1.61562e+03	+4.19631e+00	+1.14442e-01	+3.60109e+01	+4.09869e+00	-9.70229e+03	+1.74531e+04
+1.44140e+04	+1.61530e+03	+4.19634e+00	+1.14456e-01	+3.61522e+01	+4.09874e+00	-9.84658e+03	+1.74560e+04
+1.44150e+04	+1.61498e+03	+4.19638e+00	+1.14469e-01	+3.62930e+01	+4.09879e+00	-9.99036e+03	+1.74580e+04
+1.44160e+04	+1.61466e+03	+4.19643e+00	+1.14483e-01	+3.64332e+01	+4.09885e+00	-1.01336e+04	+1.74591e+04
+1.44170e+04	+1.61434e+03	+4.19648e+00	+1.14497e-01	+3.65730e+01	+4.09892e+00	-1.02764e+04	+1.74593e+04
+1.44180e+04	+1.61402e+03	+4.19654e+00	+1.14511e-01	+3.67123e+01	+4.09900e+00	-1.04187e+04	+1.74587e+04
+1.44190e+04	+1.61370e+03	+4.19661e+00	+1.14525e-01	+3.68511e+01	+4.09908e+00	-1.05604e+04	+1.74572e+04
+1.44200e+04	+1.61339e+03	+4.19669e+00	+1.14540e-01	+3.69893e+01	+4.09917e+00	-1.07017e+04	+1.74548e+04
+1.44210e+04	+1.61307e+03	+4.19677e+00	+1.14554e-01	+3.71271e+01	+4.09927e+00	-1.08424e+04	+1.74516e+04
+1.44220e+04	+1.61276e+03	+4.19686e+00	+1.14569e-01	+3.72643e+01	+4.09937e+00	-1.09826e+04	+1.74476e+04
+1.44230e+04	+1.61245e+03	+4.19696e+00	+1.14584e-01	+3.74011e+01	+4.09948e+00	-1.11223e+04	+1.74428e+04
+1.44240e+04	+1.61214e+03	+4.19706e+00	+1.14599e-01	+3.75373e+01	+4.09959e+00	-1.12615e+04	+1.74372e+04
+1.44250e+04	+1.61183e+03	+4.19717e+00	+1.14614e-01	+3.76731e+01	+4.09972e+00	-1.14001e+04	+1.74307e+04
+1.44260e+04	+1.61152e+03	+4.19729e+00	+1.14629e-01	+3.78083e+01	+4.09984e+00	-1.15383e+04	+1.74235e+04
+1.44270e+04	+1.61122e+03	+4.19741e+00	+1.14644e-01	+3.79430e+01	+4.09998e+00	-1.16759e+04	+1.74154e+04
+1.44280e+04	+1.61091e+03	+4.19754e+00	+1.14660e-01	+3.80772e+01	+4.10012e+00	-1.18130e+04	+1.74066e+04
+1.44290e+04	+1.61061e+03	+4.19767e+00	+1.14675e-01	+3.82108e+01	+4.10027e+00	-1.19496e+04	+1.73971e+04
+1.44300e+04	+1.61030e+03	+4.19781e+00	+1.14691e-01	+3.83440e+01	+4.10042e+00	-1.20856e+04	+1.73867e+04
+1.44310e+04	+1.61000e+03	+4.19796e+00	+1.14707e-01	+3.84766e+01	+4.10058e+00	-1.22212e+04	+1.73756e+04
+1.44320e+04	+1.60970e+03	+4.19812e+00	+1.14723e-01	+3.86088e+01	+4.10074e+00	-1.23562e+04	+1.73638e+04
+1.44330e+04	+1.60940e+03	+4.19827e+00	+1.14739e-01	+3.87404e+01	+4.10091e+00	-1.24906e+04	+1.73512e+04
+1.44340e+04	+1.60911e+03	+4.19844e+00	+1.14755e-01	+3.88714e+01	+4.10109e+00	-1.26246e+04	+1.73379e+04
+1.44350e+04	+1.60881e+03	+4.19861e+00	+1.14771e-01	+3.90020e+01	+4.10127e+00	-1.27580e+04	+1.73239e+04
+1.44360e+04	+1.60851e+03	+4.19879e+00	+1.14787e-01	+3.91320e+01	+4.10146e+00	-1.28909e+04	+1.73091e+04
+1.44370e+04	+1.60822e+03	+4.19897e+00	+1.14804e-01	+3.92615e+01	+4.10165e+00	-1.30233e+04	+1.72937e+04
+1.44380e+04	+1.60793e+03	+4.19916e+00	+1.14821e-01	+3.93905e+01	+4.10185e+00	-1.31551e+04	+1.72775e+04
+1.44390e+04	+1.60763e+03	+4.19935e+00	+1.14837e-01	+3.95190e+01	+4.10205e+00	-1.32864e+04	+1.72607e+04
+1.44400e+04	+1.60734e+03	+4.19955e+00	+1.14854e-01	+3.96469e+01	+4.10226e+00	-1.34172e+04	+1.72431e+04
+1.44410e+04	+1.60705e+03	+4.19975e+00	+1.14871e-01	+3.97744e+01	+4.10247e+00	-1.35474e+04	+1.72249e+04
+1.44420e+04	+1.60676e+03	+4.19996e+00	+1.14888e-01	+3.99013e+01	+4.10269e+00	-1.36772e+04	+1.72060e+04
+1.44430e+04	+1.60648e+03	+4.20018e+00	+1.14905e-01	+4.00276e+01	+4.10292e+00	-1.38064e+04	+1.71864e+04
+1.44440e+04	+1.60619e+03	+4.20040e+00	+1.14923e-01	+4.01535e+01	+4.10315e+00	-1.39350e+04	+1.71662e+04
+1.44450e+04	+1.60590e+03	+4.20062e+00	+1.14940e-01	+4.02788e+01	+4.10338e+00	-1.40631e+04	+1.71453e+04
+1.44460e+04	+1.60562e+03	+4.20085e+00	+1.14958e-01	+4.04036e+01	+4.10362e+00	-1.41907e+04	+1.71238e+04
+1.44470e+04	+1.60533e+03	+4.20109e+00	+1.14975e-01	+4.05278e+01	+4.10386e+00	-1.43178e+04	+1.71016e+04
+1.44480e+04	+1.60505e+03	+4.20133e+00	+1.14993e-01	+4.06516e+01	+4.10411e+00	-1.44443e+04	+1.70788e+04
+1.44490e+04	+1.60477e+03	+4.20157e+00	+1.15011e-01	+4.07748e+01	+4.10436e+00	-1.45703e+04	+1.70554e+04
+1.44500e+04	+1.60449e+03	+4.20182e+00	+1.15028e-01	+4.08975e+01	+4.10462e+00	-1.46958e+04	+1.70313e+04
+1.44510e+04	+1.60421e+03	+4.20207e+00	+1.15046e-01	+4.10196e+01	+4.10488e+00	-1.48208e+04	+1.70067e+04
+1.44520e+04	+1.60393e+03	+4.20233e+00	+1.15064e-01	+4.11412e+01	+4.10515e+00	-1.49452e+04	+1.69814e+04
+1.44530e+04	+1.60365e+03	+4.20259e+00	+1.15083e-01	+4.12623e+01	+4.10542e+00	-1.50690e+04	+1.69555e+04
+1.44540e+04	+1.60337e+03	+4.20286e+00	+1.15101e-01	+4.13829e+01	+4.10569e+00	-1.51924e+04	+1.69290e+04
+1.44550e+04	+1.60310e+03	+4.20313e+00	+1.15119e-01	+4.15030e+01	+4.10597e+00	-1.53152e+04	+1.69019e+04
+1.44560e+04	+1.60282e+03	+4.20341e+00	+1.15138e-01	+4.16225e+01	+4.10625e+00	-1.54375e+04	+1.68743e+04
+1.44570e+04	+1.60255e+03	+4.20369e+00	+1.15156e-01	+4.17414e+01	+4.10654e+00	-1.55592e+04	+1.68460e+04
+1.44580e+04	+1.60227e+03	+4.20397e+00	+1.15175e-01	+4.18599e+01	+4.10683e+00	-1.56804e+04	+1.68172e+04
+1.44590e+04	+1.60200e+03	+4.20426e+00	+1.15194e-01	+4.19778e+01	+4.10713e+00	-1.58011e+04	+1.67878e+04
+1.44600e+04	+1.60173e+03	+4.20456e+00	+1.15212e-01	+4.20952e+01	+4.10743e+00	-1.59213e+04	+1.67579e+04
+1.44610e+04	+1.60146e+03	+4.20485e+00	+1.15231e-01	+4.22121e+01	+4.10773e+00	-1.60409e+04	+1.67274e+04
+1.44620e+04	+1.60119e+03	+4.20516e+00	+1.15250e-01	+4.23285e+01	+4.10804e+00	-1.61600e+04	+1.66963e+04
+1.44630e+04	+1.60092e+03	+4.20546e+00	+1.15269e-01	+4.24443e+01	+4.10835e+00	-1.62786e+04	+1.66647e+04
+1.44640e+04	+1.60065e+03	+4.20577e+00	+1.15288e-01	+4.25596e+01	+4.10867e+00	-1.63966e+04	+1.66325e+04
+1.44650e+04	+1.60038e+03	+4.20609e+00	+1.15307e-01	+4.26743e+01	+4.10899e+00	-1.65141e+04	+1.65998e+04
+1.44660e+04	+1.60011e+03	+4.20640e+00	+1.15327e-01	+4.27886e+01	+4.10931e+00	-1.66311e+04	+1.65666e+04
+1.44670e+04	+1.59985e+03	+4.20672e+00	+1.15346e-01	+4.29023e+01	+4.10964e+00	-1.67475e+04	+1.65329e+04
+1.44680e+04	+1.59958e+03	+4.20705e+00	+1.15366e-01	+4.30154e+01	+4.10997e+00	-1.68634e+04	+1.64986e+04
+1.44690e+04	+1.59932e+03	+4.20738e+00	+1.15385e-01	+4.31281e+01	+4.11031e+00	-1.69788e+04	+1.64638e+04
+1.44700e+04	+1.59905e+03	+4.20771e+00	+1.15405e-01	+4.32402e+01	+4.11064e+00	-1.70937e+04	+1.64285e+04
+1.44710e+04	+1.59879e+03	+4.20805e+00	+1.15424e-01	+4.33518e+01	+4.11099e+00	-1.72080e+04	+1.63927e+04
+1.44720e+04	+1.59853e+03	+4.20839e+00	+1.15444e-01	+4.34629e+01	+4.11133e+00	-1.73218e+04	+1.63564e+04
+1.44730e+04	+1.59827e+03	+4.20873e+00	+1.15464e-01	+4.35735e+01	+4.11168e+00	-1.74351e+04	+1.63195e+04
+1.44740e+04	+1.59801e+03	+4.20908e+00	+1.15484e-01	+4.36835e+01	+4.11203e+00	-1.75478e+04	+1.62822e+04
+1.44750e+04	+1.59775e+03	+4.20943e+00	+1.15504e-01	+4.37930e+01	+4.11239e+00	-1.76600e+04	+1.62444e+04
+1.44760e+04	+1.59749e+03	+4.20978e+00	+1.15524e-01	+4.39020e+01	+4.11275e+00	-1.77717e+04	+1.62062e+04
+1.44770e+04	+1.59723e+03	+4.21014e+00	+1.15544e-01	+4.40104e+01	+4.11311e+00	-1.78829e+04	+1.61674e+04
+1.44780e+04	+1.59697e+03	+4.21050e+00	+1.15564e-01	+4.41184e+01	+4.11347e+00	-1.79935e+04	+1.61282e+04
+1.44790e+04	+1.59671e+03	+4.21087e+00	+1.15584e-01	+4.42258e+01	+4.11384e+00	-1.81037e+04	+1.60885e+04
+1.44800e+04	+1.59645e+03	+4.21123e+00	+1.15605e-01	+4.43326e+01	+4.11421e+00	-1.82132e+04	+1.60483e+04
+1.44810e+04	+1.59620e+03	+4.21160e+00	+1.15625e-01	+4.44390e+01	+4.11459e+00	-1.83223e+04	+1.60076e+04
+1.44820e+04	+1.59594e+03	+4.21198e+00	+1.15645e-01	+4.45448e+01	+4.11497e+00	-1.84309e+04	+1.59666e+04
+1.44830e+04	+1.59569e+03	+4.21236e+00	+1.15666e-01	+4.46502e+01	+4.11535e+00	-1.85389e+04	+1.59250e+04
+1.44840e+04	+1.59543e+03	+4.21274e+00	+1.15687e-01	+4.47549e+01	+4.11573e+00	-1.86464e+04	+1.58830e+04
+1.44850e+04	+1.59518e+03	+4.21312e+00	+1.15707e-01	+4.48592e+01	+4.11612e+00	-1.87533e+04	+1.58406e+04
+1.44860e+04	+1.59493e+03	+4.21351e+00	+1.15728e-01	+4.49630e+01	+4.11651e+00	-1.88598e+04	+1.57977e+04
+1.44870e+04	+1.59467e+03	+4.21390e+00	+1.15749e-01	+4.50662e+01	+4.11690e+00	-1.89657e+04	+1.57544e+04
+1.44880e+04	+1.59442e+03	+4.21429e+00	+1.15770e-01	+4.51689e+01	+4.11730e+00	-1.90711e+04	+1.57106e+04
+1.44890e+04	+1.59417e+03	+4.21468e+00	+1.15790e-01	+4.52711e+01	+4.11770e+00	-1.91760e+04	+1.56664e+04
+1.44900e+04	+1.59392e+03	+4.21508e+00	+1.15811e-01	+4.53728e+01	+4.11810e+00	-1.92804e+04	+1.56218e+04
+1.44910e+04	+1.59367e+03	+4.21548e+00	+1.15832e-01	+4.54739e+01	+4.11851e+00	-1.93842e+04	+1.55768e+04
+1.44920e+04	+1.59342e+03	+4.21589e+00	+1.15853e-01	+4.55746e+01	+4.11891e+00	-1.94876e+04	+1.55314e+04
+1.44930e+04	+1.59317e+03	+4.21630e+00	+1.15875e-01	+4.56747e+01	+4.11932e+00	-1.95904e+04	+1.54855e+04
+1.44940e+04	+1.59293e+03	+4.21671e+00	+1.15896e-01	+4.57743e+01	+4.11974e+00	-1.96927e+04	+1.54392e+04
+1.44950e+04	+1.59268e+03	+4.21712e+00	+1.15917e-01	+4.58734e+01	+4.12015e+00	-1.97944e+04	+1.53926e+04
+1.44960e+04	+1.59243e+03	+4.21753e+00	+1.15938e-01	+4.59719e+01	+4.12057e+00	-1.98957e+04	+1.53455e+04
+1.44970e+04	+1.59218e+03	+4.21795e+00	+1.15960e-01	+4.60700e+01	+4.12099e+00	-1.99964e+04	+1.52980e+04
+1.44980e+04	+1.59194e+03	+4.21837e+00	+1.15981e-01	+4.61675e+01	+4.12142e+00	-2.00967e+04	+1.52501e+04
+1.44990e+04	+1.59169e+03	+4.21880e+00	+1.16003e-01	+4.62646e+01	+4.12184e+00	-2.01964e+04	+1.52019e+04
+1.45000e+04	+1.59145e+03	+4.21922e+00	+1.16024e-01	+4.63611e+01	+4.12227e+00	-2.02956e+04	+1.51532e+04
+1.45010e+04	+1.59121e+03	+4.21965e+00	+1.16046e-01	+4.64571e+01	+4.12270e+00	-2.03943e+04	+1.51042e+04
+1.45020e+04	+1.59096e+03	+4.22008e+00	+1.16067e-01	+4.65526e+01	+4.12314e+00	-2.04924e+04	+1.50548e+04
+1.45030e+04	+1.59072e+03	+4.22052e+00	+1.16089e-01	+4.66475e+01	+4.12357e+00	-2.05901e+04	+1.50050e+04
+1.45040e+04	+1.59048e+03	+4.22096e+00	+1.16111e-01	+4.67420e+01	+4.12401e+00	-2.06872e+04	+1.49548e+04
+1.45050e+04	+1.59023e+03	+4.22139e+00	+1.16133e-01	+4.68359e+01	+4.12445e+00	-2.07838e+04	+1.49043e+04
+1.45060e+04	+1.58999e+03	+4.22184e+00	+1.16154e-01	+4.69294e+01	+4.12490e+00	-2.08800e+04	+1.48534e+04
+1.45070e+04	+1.58975e+03	+4.22228e+00	+1.16176e-01	+4.70223e+01	+4.12534e+00	-2.09756e+04	+1.48021e+04
+1.45080e+04	+1.58951e+03	+4.22273e+00	+1.16198e-01	+4.71147e+01	+4.12579e+00	-2.10707e+04	+1.47505e+04
+1.45090e+04	+1.58927e+03	+4.22317e+00	+1.16220e-01	+4.72066e+01	+4.12624e+00	-2.11652e+04	+1.46985e+04
+1.45100e+04	+1.58903e+03	+4.22363e+00	+1.16242e-01	+4.72980e+01	+4.12669e+00	-2.12593e+04	+1.46462e+04
+1.45110e+04	+1.58879e+03	+4.22408e+00	+1.16264e-01	+4.73889e+01	+4.12715e+00	-2.13529e+04	+1.45935e+04
+1.45120e+04	+1.58856e+03	+4.22453e+00	+1.16286e-01	+4.74793e+01	+4.12761e+00	-2.14459e+04	+1.45405e+04
+1.45130e+04	+1.58832e+03	+4.22499e+00	+1.16309e-01	+4.75692e+01	+4.12806e+00	-2.15385e+04	+1.44871e+04
+1.45140e+04	+1.58808e+03	+4.22545e+00	+1.16331e-01	+4.76585e+01	+4.12853e+00	-2.16305e+04	+1.44334e+04
+1.45150e+04	+1.58784e+03	+4.22591e+00	+1.16353e-01	+4.77474e+01	+4.12899e+00	-2.17221e+04	+1.43793e+04
+1.45160e+04	+1.58761e+03	+4.22638e+00	+1.16376e-01	+4.78357e+01	+4.12946e+00	-2.18131e+04	+1.43249e+04
+1.45170e+04	+1.58737e+03	+4.22685e+00	+1.16398e-01	+4.79236e+01	+4.12992e+00	-2.19036e+04	+1.42702e+04
+1.45180e+04	+1.58713e+03	+4.22731e+00	+1.16420e-01	+4.80109e+01	+4.13039e+00	-2.19936e+04	+1.42152e+04
+1.45190e+04	+1.58690e+03	+4.22779e+00	+1.16443e-01	+4.80978e+01	+4.13087e+00	-2.20832e+04	+1.41598e+04
+1.45200e+04	+1.58667e+03	+4.22826e+00	+1.16465e-01	+4.81841e+01	+4.13134e+00	-2.21722e+04	+1.41041e+04
+1.45210e+04	+1.58643e+03	+4.22873e+00	+1.16488e-01	+4.82700e+01	+4.13182e+00	-2.22607e+04	+1.40481e+04
+1.45220e+04	+1.58620e+03	+4.22921e+00	+1.16510e-01	+4.83553e+01	+4.13229e+00	-2.23487e+04	+1.39917e+04
+1.45230e+04	+1.58596e+03	+4.22969e+00	+1.16533e-01	+4.84401e+01	+4.13277e+00	-2.24362e+04	+1.39351e+04
+1.45240e+04	+1.58573e+03	+4.23017e+00	+1.16556e-01	+4.85245e+01	+4.13326e+00	-2.25232e+04	+1.38781e+04
+1.45250e+04	+1.58550e+03	+4.23065e+00	+1.16578e-01	+4.86083e+01	+4.13374e+00	-2.26097e+04	+1.38208e+04
+1.45260e+04	+1.58527e+03	+4.23114e+00	+1.16601e-01	+4.86916e+01	+4.13423e+00	-2.26957e+04	+1.37633e+04
+1.45270e+04	+1.58503e+03	+4.23163e+00	+1.16624e-01	+4.87745e+01	+4.13471e+00	-2.27812e+04	+1.37054e+04
+1.45280e+04	+1.58480e+03	+4.23212e+00	+1.16647e-01	+4.88568e+01	+4.13520e+00	-2.28662e+04	+1.36472e+04
+1.45290e+04	+1.58457e+03	+4.23261e+00	+1.16670e-01	+4.89386e+01	+4.13569e+00	-2.29507e+04	+1.35887e+04
+1.45300e+04	+1.58434e+03	+4.23310e+00	+1.16693e-01	+4.90200e+01	+4.13619e+00	-2.30347e+04	+1.35299e+04
+1.45310e+04	+1.58411e+03	+4.23359e+00	+1.16716e-01	+4.91008e+01	+4.13668e+00	-2.31182e+04	+1.34709e+04
+1.45320e+04	+1.58388e+03	+4.23409e+00	+1.16739e-01	+4.91811e+01	+4.13718e+00	-2.32012e+04	+1.34115e+04
+1.45330e+04	+1.58365e+03	+4.23459e+00	+1.16762e-01	+4.92610e+01	+4.13768e+00	-2.32837e+04	+1.33519e+04
+1.45340e+04	+1.58343e+03	+4.23509e+00	+1.16785e-01	+4.93403e+01	+4.13818e+00	-2.33657e+04	+1.32920e+04
+1.45350e+04	+1.58320e+03	+4.23559e+00	+1.16808e-01	+4.94192e+01	+4.13868e+00	-2.34473e+04	+1.32317e+04
+1.45360e+04	+1.58297e+03	+4.23609e+00	+1.16831e-01	+4.94975e+01	+4.13918e+00	-2.35283e+04	+1.31713e+04
+1.45370e+04	+1.58274e+03	+4.23660e+00	+1.16854e-01	+4.95754e+01	+4.13969e+00	-2.36088e+04	+1.31105e+04
+1.45380e+04	+1.58251e+03	+4.23711e+00	+1.16877e-01	+4.96528e+01	+4.14020e+00	-2.36889e+04	+1.30494e+04
+1.45390e+04	+1.58229e+03	+4.23762e+00	+1.16901e-01	+4.97297e+01	+4.14071e+00	-2.37684e+04	+1.29881e+04
+1.45400e+04	+1.58206e+03	+4.23813e+00	+1.16924e-01	+4.98060e+01	+4.14122e+00	-2.38475e+04	+1.29266e+04
+1.45410e+04	+1.58183e+03	+4.23864e+00	+1.16947e-01	+4.98819e+01	+4.14173e+00	-2.39260e+04	+1.28647e+04
+1.45420e+04	+1.58161e+03	+4.23915e+00	+1.16971e-01	+4.99573e+01	+4.14224e+00	-2.40041e+04	+1.28026e+04
+1.45430e+04	+1.58138e+03	+4.23967e+00	+1.16994e-01	+5.00323e+01	+4.14276e+00	-2.40817e+04	+1.27402e+04
+1.45440e+04	+1.58116e+03	+4.24018e+00	+1.17017e-01	+5.01067e+01	+4.14327e+00	-2.41588e+04	+1.26776e+04
+1.45450e+04	+1.58093e+03	+4.24070e+00	+1.17041e-01	+5.01806e+01	+4.14379e+00	-2.42354e+04	+1.26147e+04
+1.45460e+04	+1.58071e+03	+4.24122e+00	+1.17064e-01	+5.02541e+01	+4.14431e+00	-2.43115e+04	+1.25516e+04
+1.45470e+04	+1.58049e+03	+4.24174e+00	+1.17088e-01	+5.03270e+01	+4.14483e+00	-2.43871e+04	+1.24882e+04
+1.45480e+04	+1.58026e+03	+4.24227e+00	+1.17112e-01	+5.03995e+01	+4.14535e+00	-2.44622e+04	+1.24245e+04
+1.45490e+04	+1.58004e+03	+4.24279e+00	+1.17135e-01	+5.04715e+01	+4.14588e+00	-2.45369e+04	+1.23606e+04
+1.45500e+04	+1.57982e+03	+4.24332e+00	+1.17159e-01	+5.05430e+01	+4.14640e+00	-2.46110e+04	+1.22965e+04
+1.45510e+04	+1.57959e+03	+4.24385e+00	+1.17182e-01	+5.06140e+01	+4.14693e+00	-2.46847e+04	+1.22321e+04
+1.45520e+04	+1.57937e+03	+4.24438e+00	+1.17206e-01	+5.06845e+01	+4.14746e+00	-2.47579e+04	+1.21675e+04
+1.45530e+04	+1.57915e+03	+4.24491e+00	+1.17230e-01	+5.07545e+01	+4.14799e+00	-2.48306e+04	+1.21026e+04
+1.45540e+04	+1.57893e+03	+4.24544e+00	+1.17254e-01	+5.08241e+01	+4.14852e+00	-2.49028e+04	+1.20375e+04
+1.45550e+04	+1.57871e+03	+4.24597e+00	+1.17277e-01	+5.08931e+01	+4.14905e+00	-2.49745e+04	+1.19722e+04
+1.45560e+04	+1.57849e+03	+4.24651e+00	+1.17301e-01	+5.09617e+01	+4.14959e+00	-2.50458e+04	+1.19066e+04
+1.45570e+04	+1.57827e+03	+4.24704e+00	+1.17325e-01	+5.10298e+01	+4.15012e+00	-2.51165e+04	+1.18408e+04
+1.45580e+04	+1.57805e+03	+4.24758e+00	+1.17349e-01	+5.10974e+01	+4.15066e+00	-2.51868e+04	+1.17748e+04
+1.45590e+04	+1.57783e+03	+4.24812e+00	+1.17373e-01	+5.11646e+01	+4.15120e+00	-2.52566e+04	+1.17085e+04
+1.45600e+04	+1.57761e+03	+4.24866e+00	+1.17397e-01	+5.12312e+01	+4.15174e+00	-2.53259e+04	+1.16421e+04
+1.45610e+04	+1.57739e+03	+4.24920e+00	+1.17421e-01	+5.12974e+01	+4.15228e+00	-2.53947e+04	+1.15754e+04
+1.45620e+04	+1.57717e+03	+4.24974e+00	+1.17445e-01	+5.13631e+01	+4.15282e+00	-2.54631e+04	+1.15084e+04
+1.45630e+04	+1.57695e+03	+4.25029e+00	+1.17469e-01	+5.14283e+01	+4.15336e+00	-2.55310e+04	+1.14413e+04
+1.45640e+04	+1.57673e+03	+4.25083e+00	+1.17493e-01	+5.14930e+01	+4.15390e+00	-2.55983e+04	+1.13740e+04
+1.45650e+04	+1.57651e+03	+4.25138e+00	+1.17517e-01	+5.15573e+01	+4.15445e+00	-2.56653e+04	+1.13064e+04
+1.45660e+04	+1.57629e+03	+4.25193e+00	+1.17541e-01	+5.16210e+01	+4.15500e+00	-2.57317e+04	+1.12386e+04
+1.45670e+04	+1.57608e+03	+4.25248e+00	+1.17565e-01	+5.16843e+01	+4.15554e+00	-2.57976e+04	+1.11707e+04
+1.45680e+04	+1.57586e+03	+4.25303e+00	+1.17589e-01	+5.17471e+01	+4.15609e+00	-2.58631e+04	+1.11025e+04
+1.45690e+04	+1.57564e+03	+4.25358e+00	+1.17613e-01	+5.18095e+01	+4.15664e+00	-2.59281e+04	+1.10341e+04
+1.45700e+04	+1.57543e+03	+4.25413e+00	+1.17637e-01	+5.18713e+01	+4.15720e+00	-2.59926e+04	+1.09655e+04
+1.45710e+04	+1.57521e+03	+4.25468e+00	+1.17662e-01	+5.19327e+01	+4.15775e+00	-2.60567e+04	+1.08967e+04
+1.45720e+04	+1.57499e+03	+4.25524e+00	+1.17686e-01	+5.19936e+01	+4.15830e+00	-2.61202e+04	+1.08277e+04
+1.45730e+04	+1.57478e+03	+4.25580e+00	+1.17710e-01	+5.20541e+01	+4.15886e+00	-2.61833e+04	+1.07585e+04
+1.45740e+04	+1.57456e+03	+4.25635e+00	+1.17735e-01	+5.21140e+01	+4.15941e+00	-2.62459e+04	+1.06891e+04
+1.45750e+04	+1.57435e+03	+4.25691e+00	+1.17759e-01	+5.21735e+01	+4.15997e+00	-2.63081e+04	+1.06195e+04
+1.45760e+04	+1.57413e+03	+4.25747e+00	+1.17783e-01	+5.22325e+01	+4.16053e+00	-2.63697e+04	+1.05498e+04
+1.45770e+04	+1.57392e+03	+4.25803e+00	+1.17808e-01	+5.22911e+01	+4.16109e+00	-2.64309e+04	+1.04798e+04
+1.45780e+04	+1.57370e+03	+4.25859e+00	+1.17832e-01	+5.23491e+01	+4.16165e+00	-2.64916e+04	+1.04096e+04
+1.45790e+04	+1.57349e+03	+4.25916e+00	+1.17856e-01	+5.24067e+01	+4.16221e+00	-2.65519e+04	+1.03393e+04
+1.45800e+04	+1.57327e+03	+4.25972e+00	+1.17881e-01	+5.24638e+01	+4.16277e+00	-2.66117e+04	+1.02688e+04
+1.45810e+04	+1.57306e+03	+4.26028e+00	+1.17905e-01	+5.25205e+01	+4.16333e+00	-2.66710e+04	+1.01981e+04
+1.45820e+04	+1.57285e+03	+4.26085e+00	+1.17930e-01	+5.25767e+01	+4.16390e+00	-2.67298e+04	+1.01272e+04
+1.45830e+04	+1.57263e+03	+4.26142e+00	+1.17954e-01	+5.26324e+01	+4.16446e+00	-2.67881e+04	+1.00561e+04
+1.45840e+04	+1.57242e+03	+4.26199e+00	+1.17979e-01	+5.26876e+01	+4.16503e+00	-2.68460e+04	+9.98490e+03
+1.45850e+04	+1.57221e+03	+4.26255e+00	+1.18003e-01	+5.27424e+01	+4.16559e+00	-2.69034e+04	+9.91348e+03
+1.45860e+04	+1.57199e+03	+4.26312e+00	+1.18028e-01	+5.27966e+01	+4.16616e+00	-2.69604e+04	+9.84190e+03
+1.45870e+04	+1.57178e+03	+4.26369e+00	+1.18052e-01	+5.28505e+01	+4.16673e+00	-2.70168e+04	+9.77014e+03
+1.45880e+04	+1.57157e+03	+4.26427e+00	+1.18077e-01	+5.29038e+01	+4.16730e+00	-2.70729e+04	+9.69821e+03
+1.45890e+04	+1.57136e+03	+4.26484e+00	+1.18102e-01	+5.29567e+01	+4.16787e+00	-2.71284e+04	+9.62611e+03
+1.45900e+04	+1.57115e+03	+4.26541e+00	+1.18126e-01	+5.30091e+01	+4.16844e+00	-2.71835e+04	+9.55385e+03
+1.45910e+04	+1.57093e+03	+4.26599e+00	+1.18151e-01	+5.30611e+01	+4.16901e+00	-2.72381e+04	+9.48143e+03
+1.45920e+04	+1.57072e+03	+4.26656e+00	+1.18176e-01	+5.31126e+01	+4.16959e+00	-2.72922e+04	+9.40884e+03
+1.45930e+04	+1.57051e+03	+4.26714e+00	+1.18200e-01	+5.31636e+01	+4.17016e+00	-2.73459e+04	+9.33609e+03
+1.45940e+04	+1.57030e+03	+4.26772e+00	+1.18225e-01	+5.32142e+01	+4.17074e+00	-2.73991e+04	+9.26318e+03
+1.45950e+04	+1.57009e+03	+4.26829e+00	+1.18250e-01	+5.32642e+01	+4.17131e+00	-2.74518e+04	+9.19011e+03
+1.45960e+04	+1.56988e+03	+4.26887e+00	+1.18275e-01	+5.33139e+01	+4.17189e+00	-2.75040e+04	+9.11689e+03
+1.45970e+04	+1.56967e+03	+4.26945e+00	+1.18299e-01	+5.33630e+01	+4.17247e+00	-2.75558e+04	+9.04351e+03
+1.45980e+04	+1.56946e+03	+4.27003e+00	+1.18324e-01	+5.34117e+01	+4.17304e+00	-2.76072e+04	+8.96998e+03
+1.45990e+04	+1.56925e+03	+4.27061e+00	+1.18349e-01	+5.34600e+01	+4.17362e+00	-2.76581e+04	+8.89630e+03
+1.46000e+04	+1.56904e+03	+4.27120e+00	+1.18374e-01	+5.35077e+01	+4.17420e+00	-2.77085e+04	+8.82247e+03
+1.46010e+04	+1.56883e+03	+4.27178e+00	+1.18399e-01	+5.35550e+01	+4.17478e+00	-2.77584e+04	+8.74849e+03
+1.46020e+04	+1.56862e+03	+4.27236e+00	+1.18424e-01	+5.36019e+01	+4.17537e+00	-2.78079e+04	+8.67436e+03
+1.46030e+04	+1.56842e+03	+4.27295e+00	+1.18449e-01	+5.36482e+01	+4.17595e+00	-2.78569e+04	+8.60009e+03
+1.46040e+04	+1.56821e+03	+4.27353e+00	+1.18473e-01	+5.36942e+01	+4.17653e+00	-2.79054e+04	+8.52568e+03
