     t      	     M      	     rh     	     rc     	     rJ     	     rv     	     x      	     y      
+1.32830e+04	+2.08614e+03	+4.66161e+00	+1.10873e-01	+2.96930e+01	+4.53285e+00	-8.85327e+02	-1.54823e+04
+1.32840e+04	+2.08565e+03	+4.66090e+00	+1.10870e-01	+2.95133e+01	+4.53218e+00	-7.20179e+02	-1.54072e+04
+1.32850e+04	+2.08515e+03	+4.66018e+00	+1.10866e-01	+2.93335e+01	+4.53149e+00	-5.54949e+02	-1.53304e+04
+1.32860e+04	+2.08465e+03	+4.65943e+00	+1.10862e-01	+2.91538e+01	+4.53079e+00	-3.89657e+02	-1.52518e+04
+1.32870e+04	+2.08415e+03	+4.65867e+00	+1.10858e-01	+2.89740e+01	+4.53006e+00	-2.24319e+02	-1.51715e+04
+1.32880e+04	+2.08364e+03	+4.65790e+00	+1.10854e-01	+2.87942e+01	+4.52933e+00	-5.89546e+01	-1.50894e+04
+1.32890e+04	+2.08313e+03	+4.65710e+00	+1.10849e-01	+2.86145e+01	+4.52857e+00	+1.06417e+02	-1.50054e+04
+1.32900e+04	+2.08261e+03	+4.65628e+00	+1.10844e-01	+2.84349e+01	+4.52779e+00	+2.71775e+02	-1.49197e+04
+1.32910e+04	+2.08209e+03	+4.65545e+00	+1.10839e-01	+2.82554e+01	+4.52700e+00	+4.37099e+02	-1.48320e+04
+1.32920e+04	+2.08157e+03	+4.65460e+00	+1.10833e-01	+2.80759e+01	+4.52619e+00	+6.02368e+02	-1.47426e+04
+1.32930e+04	+2.08104e+03	+4.65372e+00	+1.10827e-01	+2.78966e+01	+4.52536e+00	+7.67560e+02	-1.46512e+04
+1.32940e+04	+2.08051e+03	+4.65283e+00	+1.10820e-01	+2.77175e+01	+4.52451e+00	+9.32652e+02	-1.45579e+04
+1.32950e+04	+2.07997e+03	+4.65192e+00	+1.10813e-01	+2.75386e+01	+4.52364e+00	+1.09762e+03	-1.44627e+04
+1.32960e+04	+2.07943e+03	+4.65099e+00	+1.10806e-01	+2.73598e+01	+4.52275e+00	+1.26244e+03	-1.43655e+04
+1.32970e+04	+2.07888e+03	+4.65003e+00	+1.10799e-01	+2.71814e+01	+4.52184e+00	+1.42709e+03	-1.42664e+04
+1.32980e+04	+2.07833e+03	+4.64906e+00	+1.10791e-01	+2.70031e+01	+4.52091e+00	+1.59153e+03	-1.41653e+04
+1.32990e+04	+2.07777e+03	+4.64806e+00	+1.10783e-01	+2.68252e+01	+4.51997e+00	+1.75575e+03	-1.40621e+04
+1.33000e+04	+2.07721e+03	+4.64704e+00	+1.10774e-01	+2.66477e+01	+4.51900e+00	+1.91972e+03	-1.39569e+04
+1.33010e+04	+2.07664e+03	+4.64601e+00	+1.10765e-01	+2.64704e+01	+4.51800e+00	+2.08340e+03	-1.38497e+04
+1.33020e+04	+2.07607e+03	+4.64494e+00	+1.10756e-01	+2.62936e+01	+4.51699e+00	+2.24677e+03	-1.37404e+04
+1.33030e+04	+2.07550e+03	+4.64386e+00	+1.10746e-01	+2.61172e+01	+4.51596e+00	+2.40980e+03	-1.36290e+04
+1.33040e+04	+2.07492e+03	+4.64275e+00	+1.10736e-01	+2.59413e+01	+4.51490e+00	+2.57246e+03	-1.35154e+04
+1.33050e+04	+2.07433e+03	+4.64162e+00	+1.10725e-01	+2.57659e+01	+4.51382e+00	+2.73470e+03	-1.33998e+04
+1.33060e+04	+2.07374e+03	+4.64047e+00	+1.10714e-01	+2.55910e+01	+4.51272e+00	+2.89651e+03	-1.32819e+04
+1.33070e+04	+2.07314e+03	+4.63929e+00	+1.10702e-01	+2.54166e+01	+4.51159e+00	+3.05784e+03	-1.31619e+04
+1.33080e+04	+2.07254e+03	+4.63809e+00	+1.10691e-01	+2.52429e+01	+4.51045e+00	+3.21866e+03	-1.30397e+04
+1.33090e+04	+2.07193e+03	+4.63686e+00	+1.10678e-01	+2.50698e+01	+4.50927e+00	+3.37894e+03	-1.29153e+04
+1.33100e+04	+2.07132e+03	+4.63561e+00	+1.10666e-01	+2.48974e+01	+4.50808e+00	+3.53862e+03	-1.27887e+04
+1.33110e+04	+2.07070e+03	+4.63433e+00	+1.10652e-01	+2.47257e+01	+4.50686e+00	+3.69769e+03	-1.26598e+04
+1.33120e+04	+2.07007e+03	+4.63303e+00	+1.10639e-01	+2.45548e+01	+4.50561e+00	+3.85609e+03	-1.25286e+04
+1.33130e+04	+2.06944e+03	+4.63170e+00	+1.10625e-01	+2.43847e+01	+4.50434e+00	+4.01379e+03	-1.23951e+04
+1.33140e+04	+2.06880e+03	+4.63034e+00	+1.10610e-01	+2.42155e+01	+4.50305e+00	+4.17073e+03	-1.22594e+04
+1.33150e+04	+2.06816e+03	+4.62896e+00	+1.10595e-01	+2.40472e+01	+4.50173e+00	+4.32689e+03	-1.21213e+04
+1.33160e+04	+2.06751e+03	+4.62755e+00	+1.10579e-01	+2.38798e+01	+4.50038e+00	+4.48221e+03	-1.19808e+04
+1.33170e+04	+2.06686e+03	+4.62612e+00	+1.10563e-01	+2.37135e+01	+4.49901e+00	+4.63665e+03	-1.18380e+04
+1.33180e+04	+2.06620e+03	+4.62466e+00	+1.10547e-01	+2.35481e+01	+4.49761e+00	+4.79016e+03	-1.16928e+04
+1.33190e+04	+2.06553e+03	+4.62317e+00	+1.10530e-01	+2.33839e+01	+4.49618e+00	+4.94269e+03	-1.15453e+04
+1.33200e+04	+2.06486e+03	+4.62165e+00	+1.10512e-01	+2.32209e+01	+4.49473e+00	+5.09420e+03	-1.13953e+04
+1.33210e+04	+2.06418e+03	+4.62010e+00	+1.10494e-01	+2.30590e+01	+4.49324e+00	+5.24462e+03	-1.12430e+04
+1.33220e+04	+2.06349e+03	+4.61852e+00	+1.10476e-01	+2.28984e+01	+4.49174e+00	+5.39392e+03	-1.10882e+04
+1.33230e+04	+2.06280e+03	+4.61692e+00	+1.10457e-01	+2.27392e+01	+4.49020e+00	+5.54202e+03	-1.09309e+04
+1.33240e+04	+2.06210e+03	+4.61528e+00	+1.10438e-01	+2.25813e+01	+4.48864e+00	+5.68889e+03	-1.07712e+04
+1.33250e+04	+2.06139e+03	+4.61362e+00	+1.10417e-01	+2.24248e+01	+4.48704e+00	+5.83446e+03	-1.06091e+04
+1.33260e+04	+2.06068e+03	+4.61193e+00	+1.10397e-01	+2.22699e+01	+4.48542e+00	+5.97868e+03	-1.04445e+04
+1.33270e+04	+2.05996e+03	+4.61021e+00	+1.10376e-01	+2.21164e+01	+4.48377e+00	+6.12149e+03	-1.02775e+04
+1.33280e+04	+2.05923e+03	+4.60845e+00	+1.10354e-01	+2.19647e+01	+4.48209e+00	+6.26282e+03	-1.01079e+04
+1.33290e+04	+2.05850e+03	+4.60667e+00	+1.10332e-01	+2.18146e+01	+4.48038e+00	+6.40262e+03	-9.93591e+03
+1.33300e+04	+2.05776e+03	+4.60486e+00	+1.10309e-01	+2.16662e+01	+4.47864e+00	+6.54082e+03	-9.76142e+03
+1.33310e+04	+2.05701e+03	+4.60301e+00	+1.10286e-01	+2.15196e+01	+4.47688e+00	+6.67736e+03	-9.58445e+03
+1.33320e+04	+2.05626e+03	+4.60114e+00	+1.10262e-01	+2.13750e+01	+4.47508e+00	+6.81218e+03	-9.40501e+03
+1.33330e+04	+2.05550e+03	+4.59923e+00	+1.10238e-01	+2.12323e+01	+4.47325e+00	+6.94520e+03	-9.22309e+03
+1.33340e+04	+2.05473e+03	+4.59730e+00	+1.10213e-01	+2.10916e+01	+4.47140e+00	+7.07637e+03	-9.03871e+03
+1.33350e+04	+2.05396e+03	+4.59533e+00	+1.10188e-01	+2.09529e+01	+4.46951e+00	+7.20560e+03	-8.85186e+03
+1.33360e+04	+2.05317e+03	+4.59333e+00	+1.10162e-01	+2.08165e+01	+4.46760e+00	+7.33285e+03	-8.66257e+03
+1.33370e+04	+2.05239e+03	+4.59130e+00	+1.10135e-01	+2.06822e+01	+4.46565e+00	+7.45802e+03	-8.47083e+03
+1.33380e+04	+2.05159e+03	+4.58924e+00	+1.10108e-01	+2.05503e+01	+4.46368e+00	+7.58106e+03	-8.27667e+03
+1.33390e+04	+2.05079e+03	+4.58716e+00	+1.10081e-01	+2.04207e+01	+4.46167e+00	+7.70190e+03	-8.08009e+03
+1.33400e+04	+2.04998e+03	+4.58503e+00	+1.10053e-01	+2.02936e+01	+4.45964e+00	+7.82045e+03	-7.88113e+03
+1.33410e+04	+2.04916e+03	+4.58288e+00	+1.10024e-01	+2.01690e+01	+4.45757e+00	+7.93665e+03	-7.67979e+03
+1.33420e+04	+2.04834e+03	+4.58070e+00	+1.09995e-01	+2.00470e+01	+4.45548e+00	+8.05042e+03	-7.47611e+03
+1.33430e+04	+2.04751e+03	+4.57849e+00	+1.09965e-01	+1.99277e+01	+4.45336e+00	+8.16169e+03	-7.27010e+03
+1.33440e+04	+2.04667e+03	+4.57625e+00	+1.09935e-01	+1.98111e+01	+4.45121e+00	+8.27039e+03	-7.06180e+03
+1.33450e+04	+2.04583e+03	+4.57398e+00	+1.09904e-01	+1.96974e+01	+4.44903e+00	+8.37643e+03	-6.85124e+03
+1.33460e+04	+2.04498e+03	+4.57168e+00	+1.09873e-01	+1.95865e+01	+4.44683e+00	+8.47976e+03	-6.63845e+03
+1.33470e+04	+2.04412e+03	+4.56936e+00	+1.09841e-01	+1.94786e+01	+4.44459e+00	+8.58029e+03	-6.42348e+03
+1.33480e+04	+2.04326e+03	+4.56700e+00	+1.09808e-01	+1.93737e+01	+4.44233e+00	+8.67795e+03	-6.20635e+03
+1.33490e+04	+2.04239e+03	+4.56462e+00	+1.09776e-01	+1.92720e+01	+4.44005e+00	+8.77267e+03	-5.98712e+03
+1.33500e+04	+2.04151e+03	+4.56221e+00	+1.09742e-01	+1.91734e+01	+4.43773e+00	+8.86437e+03	-5.76584e+03
+1.33510e+04	+2.04063e+03	+4.55977e+00	+1.09709e-01	+1.90781e+01	+4.43539e+00	+8.95298e+03	-5.54254e+03
+1.33520e+04	+2.03974e+03	+4.55731e+00	+1.09674e-01	+1.89862e+01	+4.43303e+00	+9.03844e+03	-5.31729e+03
+1.33530e+04	+2.03885e+03	+4.55482e+00	+1.09640e-01	+1.88976e+01	+4.43064e+00	+9.12067e+03	-5.09014e+03
+1.33540e+04	+2.03795e+03	+4.55231e+00	+1.09605e-01	+1.88125e+01	+4.42823e+00	+9.19960e+03	-4.86116e+03
+1.33550e+04	+2.03704e+03	+4.54978e+00	+1.09569e-01	+1.87309e+01	+4.42580e+00	+9.27517e+03	-4.63039e+03
+1.33560e+04	+2.03613e+03	+4.54722e+00	+1.09533e-01	+1.86529e+01	+4.42334e+00	+9.34731e+03	-4.39792e+03
+1.33570e+04	+2.03522e+03	+4.54464e+00	+1.09497e-01	+1.85786e+01	+4.42087e+00	+9.41596e+03	-4.16380e+03
+1.33580e+04	+2.03430e+03	+4.54204e+00	+1.09460e-01	+1.85081e+01	+4.41837e+00	+9.48105e+03	-3.92811e+03
+1.33590e+04	+2.03338e+03	+4.53943e+00	+1.09423e-01	+1.84413e+01	+4.41586e+00	+9.54253e+03	-3.69092e+03
+1.33600e+04	+2.03245e+03	+4.53679e+00	+1.09386e-01	+1.83783e+01	+4.41332e+00	+9.60035e+03	-3.45231e+03
+1.33610e+04	+2.03151e+03	+4.53413e+00	+1.09348e-01	+1.83192e+01	+4.41077e+00	+9.65444e+03	-3.21237e+03
+1.33620e+04	+2.03058e+03	+4.53146e+00	+1.09310e-01	+1.82641e+01	+4.40821e+00	+9.70475e+03	-2.97117e+03
+1.33630e+04	+2.02964e+03	+4.52878e+00	+1.09272e-01	+1.82129e+01	+4.40563e+00	+9.75124e+03	-2.72880e+03
+1.33640e+04	+2.02869e+03	+4.52608e+00	+1.09233e-01	+1.81658e+01	+4.40304e+00	+9.79387e+03	-2.48535e+03
+1.33650e+04	+2.02775e+03	+4.52337e+00	+1.09195e-01	+1.81228e+01	+4.40043e+00	+9.83258e+03	-2.24090e+03
+1.33660e+04	+2.02680e+03	+4.52064e+00	+1.09156e-01	+1.80838e+01	+4.39782e+00	+9.86735e+03	-1.99556e+03
+1.33670e+04	+2.02585e+03	+4.51791e+00	+1.09117e-01	+1.80490e+01	+4.39519e+00	+9.89813e+03	-1.74941e+03
+1.33680e+04	+2.02489e+03	+4.51517e+00	+1.09077e-01	+1.80184e+01	+4.39256e+00	+9.92490e+03	-1.50255e+03
+1.33690e+04	+2.02394e+03	+4.51242e+00	+1.09038e-01	+1.79920e+01	+4.38992e+00	+9.94763e+03	-1.25508e+03
+1.33700e+04	+2.02298e+03	+4.50967e+00	+1.08999e-01	+1.79698e+01	+4.38727e+00	+9.96630e+03	-1.00709e+03
+1.33710e+04	+2.02202e+03	+4.50691e+00	+1.08959e-01	+1.79518e+01	+4.38462e+00	+9.98088e+03	-7.58698e+02
+1.33720e+04	+2.02106e+03	+4.50415e+00	+1.08919e-01	+1.79381e+01	+4.38197e+00	+9.99136e+03	-5.09990e+02
+1.33730e+04	+2.02010e+03	+4.50139e+00	+1.08880e-01	+1.79287e+01	+4.37932e+00	+9.99774e+03	-2.61072e+02
+1.33740e+04	+2.01914e+03	+4.49862e+00	+1.08840e-01	+1.79235e+01	+4.37666e+00	+1.00000e+04	-1.20475e+01
+1.33750e+04	+2.01818e+03	+4.49586e+00	+1.08801e-01	+1.79226e+01	+4.37401e+00	+9.99814e+03	+2.36982e+02
+1.33760e+04	+2.01722e+03	+4.49311e+00	+1.08761e-01	+1.79259e+01	+4.37137e+00	+9.99216e+03	+4.85915e+02
+1.33770e+04	+2.01626e+03	+4.49036e+00	+1.08722e-01	+1.79335e+01	+4.36872e+00	+9.98207e+03	+7.34647e+02
+1.33780e+04	+2.01530e+03	+4.48761e+00	+1.08682e-01	+1.79454e+01	+4.36608e+00	+9.96789e+03	+9.83078e+02
+1.33790e+04	+2.01435e+03	+4.48487e+00	+1.08643e-01	+1.79615e+01	+4.36346e+00	+9.94962e+03	+1.23111e+03
+1.33800e+04	+2.01339e+03	+4.48214e+00	+1.08604e-01	+1.79818e+01	+4.36083e+00	+9.92728e+03	+1.47863e+03
+1.33810e+04	+2.01244e+03	+4.47943e+00	+1.08565e-01	+1.80063e+01	+4.35822e+00	+9.90090e+03	+1.72555e+03
+1.33820e+04	+2.01149e+03	+4.47672e+00	+1.08527e-01	+1.80349e+01	+4.35562e+00	+9.87050e+03	+1.97178e+03
+1.33830e+04	+2.01054e+03	+4.47403e+00	+1.08488e-01	+1.80677e+01	+4.35304e+00	+9.83612e+03	+2.21720e+03
+1.33840e+04	+2.00960e+03	+4.47135e+00	+1.08450e-01	+1.81046e+01	+4.35046e+00	+9.79778e+03	+2.46174e+03
+1.33850e+04	+2.00865e+03	+4.46868e+00	+1.08412e-01	+1.81455e+01	+4.34791e+00	+9.75554e+03	+2.70529e+03
+1.33860e+04	+2.00772e+03	+4.46604e+00	+1.08374e-01	+1.81904e+01	+4.34537e+00	+9.70942e+03	+2.94777e+03
+1.33870e+04	+2.00678e+03	+4.46341e+00	+1.08337e-01	+1.82394e+01	+4.34284e+00	+9.65947e+03	+3.18909e+03
+1.33880e+04	+2.00585e+03	+4.46080e+00	+1.08300e-01	+1.82922e+01	+4.34034e+00	+9.60574e+03	+3.42916e+03
+1.33890e+04	+2.00493e+03	+4.45822e+00	+1.08264e-01	+1.83489e+01	+4.33785e+00	+9.54829e+03	+3.66790e+03
+1.33900e+04	+2.00401e+03	+4.45565e+00	+1.08228e-01	+1.84094e+01	+4.33539e+00	+9.48716e+03	+3.90522e+03
+1.33910e+04	+2.00309e+03	+4.45311e+00	+1.08192e-01	+1.84737e+01	+4.33295e+00	+9.42241e+03	+4.14106e+03
+1.33920e+04	+2.00218e+03	+4.45059e+00	+1.08157e-01	+1.85416e+01	+4.33053e+00	+9.35410e+03	+4.37534e+03
+1.33930e+04	+2.00127e+03	+4.44809e+00	+1.08122e-01	+1.86132e+01	+4.32813e+00	+9.28230e+03	+4.60797e+03
+1.33940e+04	+2.00037e+03	+4.44562e+00	+1.08087e-01	+1.86884e+01	+4.32576e+00	+9.20706e+03	+4.83891e+03
+1.33950e+04	+1.99948e+03	+4.44318e+00	+1.08053e-01	+1.87671e+01	+4.32341e+00	+9.12845e+03	+5.06807e+03
+1.33960e+04	+1.99859e+03	+4.44076e+00	+1.08020e-01	+1.88492e+01	+4.32109e+00	+9.04654e+03	+5.29540e+03
+1.33970e+04	+1.99770e+03	+4.43837e+00	+1.07987e-01	+1.89347e+01	+4.31880e+00	+8.96139e+03	+5.52083e+03
+1.33980e+04	+1.99683e+03	+4.43601e+00	+1.07954e-01	+1.90235e+01	+4.31653e+00	+8.87308e+03	+5.74432e+03
+1.33990e+04	+1.99595e+03	+4.43368e+00	+1.07922e-01	+1.91155e+01	+4.31429e+00	+8.78167e+03	+5.96580e+03
+1.34000e+04	+1.99509e+03	+4.43137e+00	+1.07891e-01	+1.92106e+01	+4.31208e+00	+8.68724e+03	+6.18523e+03
+1.34010e+04	+1.99423e+03	+4.42910e+00	+1.07860e-01	+1.93089e+01	+4.30990e+00	+8.58987e+03	+6.40256e+03
+1.34020e+04	+1.99338e+03	+4.42686e+00	+1.07830e-01	+1.94101e+01	+4.30775e+00	+8.48961e+03	+6.61775e+03
+1.34030e+04	+1.99253e+03	+4.42465e+00	+1.07800e-01	+1.95143e+01	+4.30563e+00	+8.38655e+03	+6.83075e+03
+1.34040e+04	+1.99170e+03	+4.42246e+00	+1.07771e-01	+1.96214e+01	+4.30353e+00	+8.28076e+03	+7.04153e+03
+1.34050e+04	+1.99086e+03	+4.42031e+00	+1.07742e-01	+1.97312e+01	+4.30147e+00	+8.17232e+03	+7.25005e+03
+1.34060e+04	+1.99004e+03	+4.41819e+00	+1.07714e-01	+1.98437e+01	+4.29944e+00	+8.06129e+03	+7.45628e+03
+1.34070e+04	+1.98922e+03	+4.41611e+00	+1.07686e-01	+1.99589e+01	+4.29744e+00	+7.94776e+03	+7.66019e+03
+1.34080e+04	+1.98841e+03	+4.41405e+00	+1.07659e-01	+2.00766e+01	+4.29546e+00	+7.83179e+03	+7.86175e+03
+1.34090e+04	+1.98761e+03	+4.41203e+00	+1.07633e-01	+2.01968e+01	+4.29352e+00	+7.71347e+03	+8.06095e+03
+1.34100e+04	+1.98681e+03	+4.41004e+00	+1.07607e-01	+2.03194e+01	+4.29162e+00	+7.59285e+03	+8.25776e+03
+1.34110e+04	+1.98602e+03	+4.40808e+00	+1.07582e-01	+2.04444e+01	+4.28974e+00	+7.47002e+03	+8.45215e+03
+1.34120e+04	+1.98524e+03	+4.40615e+00	+1.07557e-01	+2.05716e+01	+4.28789e+00	+7.34505e+03	+8.64412e+03
+1.34130e+04	+1.98446e+03	+4.40426e+00	+1.07533e-01	+2.07010e+01	+4.28607e+00	+7.21800e+03	+8.83366e+03
+1.34140e+04	+1.98369e+03	+4.40240e+00	+1.07509e-01	+2.08325e+01	+4.28429e+00	+7.08896e+03	+9.02074e+03
+1.34150e+04	+1.98293e+03	+4.40057e+00	+1.07487e-01	+2.09661e+01	+4.28253e+00	+6.95797e+03	+9.20536e+03
+1.34160e+04	+1.98217e+03	+4.39877e+00	+1.07464e-01	+2.11016e+01	+4.28081e+00	+6.82513e+03	+9.38752e+03
+1.34170e+04	+1.98143e+03	+4.39700e+00	+1.07442e-01	+2.12391e+01	+4.27912e+00	+6.69048e+03	+9.56720e+03
+1.34180e+04	+1.98068e+03	+4.39526e+00	+1.07421e-01	+2.13784e+01	+4.27746e+00	+6.55410e+03	+9.74441e+03
+1.34190e+04	+1.97995e+03	+4.39356e+00	+1.07401e-01	+2.15195e+01	+4.27583e+00	+6.41606e+03	+9.91913e+03
+1.34200e+04	+1.97922e+03	+4.39189e+00	+1.07381e-01	+2.16623e+01	+4.27422e+00	+6.27641e+03	+1.00914e+04
+1.34210e+04	+1.97850e+03	+4.39025e+00	+1.07361e-01	+2.18067e+01	+4.27265e+00	+6.13523e+03	+1.02612e+04
+1.34220e+04	+1.97779e+03	+4.38864e+00	+1.07342e-01	+2.19527e+01	+4.27111e+00	+5.99256e+03	+1.04285e+04
+1.34230e+04	+1.97708e+03	+4.38706e+00	+1.07324e-01	+2.21002e+01	+4.26960e+00	+5.84848e+03	+1.05933e+04
+1.34240e+04	+1.97638e+03	+4.38551e+00	+1.07306e-01	+2.22492e+01	+4.26812e+00	+5.70303e+03	+1.07557e+04
+1.34250e+04	+1.97569e+03	+4.38399e+00	+1.07289e-01	+2.23996e+01	+4.26666e+00	+5.55629e+03	+1.09156e+04
+1.34260e+04	+1.97500e+03	+4.38250e+00	+1.07272e-01	+2.25513e+01	+4.26524e+00	+5.40830e+03	+1.10730e+04
+1.34270e+04	+1.97432e+03	+4.38104e+00	+1.07256e-01	+2.27043e+01	+4.26384e+00	+5.25912e+03	+1.12281e+04
+1.34280e+04	+1.97365e+03	+4.37961e+00	+1.07240e-01	+2.28586e+01	+4.26247e+00	+5.10880e+03	+1.13807e+04
+1.34290e+04	+1.97298e+03	+4.37821e+00	+1.07225e-01	+2.30140e+01	+4.26113e+00	+4.95740e+03	+1.15309e+04
+1.34300e+04	+1.97232e+03	+4.37683e+00	+1.07210e-01	+2.31705e+01	+4.25982e+00	+4.80496e+03	+1.16787e+04
+1.34310e+04	+1.97166e+03	+4.37549e+00	+1.07196e-01	+2.33281e+01	+4.25853e+00	+4.65154e+03	+1.18241e+04
+1.34320e+04	+1.97101e+03	+4.37417e+00	+1.07182e-01	+2.34867e+01	+4.25727e+00	+4.49719e+03	+1.19671e+04
+1.34330e+04	+1.97037e+03	+4.37288e+00	+1.07169e-01	+2.36463e+01	+4.25604e+00	+4.34196e+03	+1.21078e+04
+1.34340e+04	+1.96973e+03	+4.37162e+00	+1.07156e-01	+2.38068e+01	+4.25484e+00	+4.18588e+03	+1.22461e+04
+1.34350e+04	+1.96910e+03	+4.37038e+00	+1.07144e-01	+2.39682e+01	+4.25366e+00	+4.02900e+03	+1.23821e+04
+1.34360e+04	+1.96848e+03	+4.36918e+00	+1.07133e-01	+2.41304e+01	+4.25250e+00	+3.87138e+03	+1.25158e+04
+1.34370e+04	+1.96786e+03	+4.36799e+00	+1.07121e-01	+2.42934e+01	+4.25137e+00	+3.71304e+03	+1.26472e+04
+1.34380e+04	+1.96724e+03	+4.36684e+00	+1.07111e-01	+2.44571e+01	+4.25027e+00	+3.55404e+03	+1.27763e+04
+1.34390e+04	+1.96664e+03	+4.36570e+00	+1.07100e-01	+2.46215e+01	+4.24919e+00	+3.39441e+03	+1.29032e+04
+1.34400e+04	+1.96603e+03	+4.36460e+00	+1.07091e-01	+2.47866e+01	+4.24813e+00	+3.23419e+03	+1.30278e+04
+1.34410e+04	+1.96544e+03	+4.36352e+00	+1.07081e-01	+2.49523e+01	+4.24710e+00	+3.07342e+03	+1.31502e+04
+1.34420e+04	+1.96484e+03	+4.36246e+00	+1.07072e-01	+2.51186e+01	+4.24609e+00	+2.91214e+03	+1.32704e+04
+1.34430e+04	+1.96426e+03	+4.36142e+00	+1.07064e-01	+2.52854e+01	+4.24511e+00	+2.75038e+03	+1.33885e+04
+1.34440e+04	+1.96368e+03	+4.36041e+00	+1.07056e-01	+2.54527e+01	+4.24415e+00	+2.58817e+03	+1.35043e+04
+1.34450e+04	+1.96310e+03	+4.35943e+00	+1.07048e-01	+2.56205e+01	+4.24321e+00	+2.42556e+03	+1.36181e+04
+1.34460e+04	+1.96253e+03	+4.35846e+00	+1.07041e-01	+2.57887e+01	+4.24229e+00	+2.26256e+03	+1.37297e+04
+1.34470e+04	+1.96196e+03	+4.35752e+00	+1.07034e-01	+2.59573e+01	+4.24139e+00	+2.09922e+03	+1.38392e+04
+1.34480e+04	+1.96140e+03	+4.35660e+00	+1.07028e-01	+2.61263e+01	+4.24052e+00	+1.93557e+03	+1.39466e+04
+1.34490e+04	+1.96085e+03	+4.35571e+00	+1.07022e-01	+2.62957e+01	+4.23967e+00	+1.77163e+03	+1.40520e+04
+1.34500e+04	+1.96030e+03	+4.35483e+00	+1.07016e-01	+2.64653e+01	+4.23884e+00	+1.60743e+03	+1.41554e+04
+1.34510e+04	+1.95975e+03	+4.35398e+00	+1.07011e-01	+2.66352e+01	+4.23802e+00	+1.44301e+03	+1.42567e+04
+1.34520e+04	+1.95921e+03	+4.35315e+00	+1.07006e-01	+2.68054e+01	+4.23723e+00	+1.27838e+03	+1.43560e+04
+1.34530e+04	+1.95867e+03	+4.35233e+00	+1.07002e-01	+2.69757e+01	+4.23646e+00	+1.11357e+03	+1.44534e+04
+1.34540e+04	+1.95814e+03	+4.35154e+00	+1.06997e-01	+2.71463e+01	+4.23571e+00	+9.48619e+02	+1.45488e+04
+1.34550e+04	+1.95761e+03	+4.35077e+00	+1.06994e-01	+2.73171e+01	+4.23498e+00	+7.83538e+02	+1.46422e+04
+1.34560e+04	+1.95709e+03	+4.35002e+00	+1.06990e-01	+2.74879e+01	+4.23426e+00	+6.18354e+02	+1.47338e+04
+1.34570e+04	+1.95657e+03	+4.34928e+00	+1.06987e-01	+2.76589e+01	+4.23357e+00	+4.53092e+02	+1.48235e+04
+1.34580e+04	+1.95605e+03	+4.34857e+00	+1.06985e-01	+2.78300e+01	+4.23289e+00	+2.87772e+02	+1.49113e+04
+1.34590e+04	+1.95554e+03	+4.34787e+00	+1.06982e-01	+2.80012e+01	+4.23223e+00	+1.22416e+02	+1.49972e+04
+1.34600e+04	+1.95503e+03	+4.34720e+00	+1.06980e-01	+2.81724e+01	+4.23159e+00	-4.29550e+01	+1.50813e+04
+1.34610e+04	+1.95453e+03	+4.34654e+00	+1.06979e-01	+2.83436e+01	+4.23097e+00	-2.08321e+02	+1.51636e+04
+1.34620e+04	+1.95403e+03	+4.34590e+00	+1.06977e-01	+2.85149e+01	+4.23036e+00	-3.73662e+02	+1.52441e+04
+1.34630e+04	+1.95353e+03	+4.34527e+00	+1.06976e-01	+2.86861e+01	+4.22977e+00	-5.38960e+02	+1.53229e+04
+1.34640e+04	+1.95304e+03	+4.34466e+00	+1.06976e-01	+2.88573e+01	+4.22920e+00	-7.04196e+02	+1.53998e+04
+1.34650e+04	+1.95256e+03	+4.34408e+00	+1.06975e-01	+2.90284e+01	+4.22864e+00	-8.69353e+02	+1.54751e+04
+1.34660e+04	+1.95207e+03	+4.34350e+00	+1.06975e-01	+2.91995e+01	+4.22810e+00	-1.03441e+03	+1.55486e+04
+1.34670e+04	+1.95159e+03	+4.34295e+00	+1.06975e-01	+2.93705e+01	+4.22758e+00	-1.19936e+03	+1.56205e+04
+1.34680e+04	+1.95111e+03	+4.34241e+00	+1.06976e-01	+2.95413e+01	+4.22707e+00	-1.36418e+03	+1.56907e+04
+1.34690e+04	+1.95064e+03	+4.34188e+00	+1.06977e-01	+2.97121e+01	+4.22658e+00	-1.52886e+03	+1.57592e+04
+1.34700e+04	+1.95017e+03	+4.34137e+00	+1.06978e-01	+2.98827e+01	+4.22610e+00	-1.69338e+03	+1.58261e+04
+1.34710e+04	+1.94971e+03	+4.34088e+00	+1.06979e-01	+3.00531e+01	+4.22564e+00	-1.85772e+03	+1.58914e+04
+1.34720e+04	+1.94924e+03	+4.34040e+00	+1.06981e-01	+3.02234e+01	+4.22519e+00	-2.02188e+03	+1.59550e+04
+1.34730e+04	+1.94878e+03	+4.33994e+00	+1.06983e-01	+3.03935e+01	+4.22475e+00	-2.18584e+03	+1.60171e+04
+1.34740e+04	+1.94833e+03	+4.33949e+00	+1.06985e-01	+3.05634e+01	+4.22433e+00	-2.34958e+03	+1.60777e+04
+1.34750e+04	+1.94787e+03	+4.33906e+00	+1.06987e-01	+3.07331e+01	+4.22393e+00	-2.51310e+03	+1.61367e+04
